S No.,Title,Decisions,Words
9236,Gulf mixed; Dubai falls as money flows into Amlak,"{""Dubai"": ""negative"", ""Amlak"": ""neutral""}",9
9237,Hindalco Q3 net down 23% to Rs 334 crore,"{""Hindalco"": ""negative""}",9
9238,"Hong Kong stocks fall on clashes, weak China data","{""Hong Kong stocks"": ""negative""}",9
9239,HUL brews plan to open coffee shop; stock down,"{""HUL"": ""negative""}",9
9240,ICI India net decline over 80 pc in Q3,"{""ICI India"": ""negative""}",9
9241,IDBI falls on S&P downgrade to below investment grade,"{""IDBI"": ""negative"", ""S&P"": ""neutral""}",9
9242,IMFA Q3 net declines 27% to Rs 11 crore,"{""IMFA"": ""negative""}",9
9243,"Infotech Enterprises Q2 net down 7%, revenues up 24%","{""Infotech Enterprises"": ""negative""}",9
9244,Investor sentiment on tech goes from giddy to glum,"{""tech"": ""negative""}",9
9245,Investors dump higher oil bets as prices fall: IntercontinentalExchange,"{""oil"": ""negative"", ""IntercontinentalExchange"": ""neutral""}",9
9246,IPO watch: Invest in Power Mech IPO with caution,"{""Power Mech"": ""negative""}",9
9247,ITC edges lower as Nomura downgrades stock to 'neutral',"{""ITC"": ""negative"", ""Nomura"": ""neutral""}",9
9248,Jaggery industry suffers due to lack of political support,"{""Jaggery industry"": ""negative""}",9
9249,Jain Irrigation head lower to 81-82 levels: Ashwani Gujral,"{""Jain Irrigation"": ""negative""}",9
9250,"Jeera futures remain weak on increased supply, low demand","{""Jeera"": ""negative""}",9
9251,JGB prices fall as Greek deal boosts Japanese stocks,"{""Japanese stocks"": ""positive"", ""JGB"": ""negative""}",9
9252,JGBs little changed as rebounding stocks temper safe-haven appeal,"{""JGB"": ""negative""}",9
9253,"JSW Steel reports growth in steel production, stock down","{""JSW Steel"": ""negative""}",9
9254,JSW Steel's crude steel production up 9%; stock down,"{""JSW Steel"": ""negative""}",9
9255,Jump in gold price could damp demand: Trade official,"{""gold"": ""negative""}",9
9256,Kenneth Andrade exits IDFC Mutual Fund leaving investors jittery,"{""IDFC Mutual Fund"": ""negative""}",9
9257,Kochi terminal issues may take a toll on Petronet,"{""Petronet"": ""negative""}",9
9258,Kotak Mahindra Bank founders sell 3.2 per cent stake,"{""Kotak Mahindra Bank"": ""negative""}",9
9259,Lack of liquidity in corporate bonds hits index funds,"{""index funds"": ""negative""}",9
9260,Lanco Infratech Q3 loss widens to Rs 616.6 crore,"{""Lanco Infratech"": ""negative""}",9
9261,Levels of 15-16 coming on Ashok Leyland: Ashwani Gujral,"{""Ashok Leyland"": ""negative""}",9
9262,LIC investment calls come under criticism from market participants,"{""LIC"": ""negative""}",9
9263,Maharashtra sugar co-ops in financial trouble as prices drop,"{""Maharashtra sugar co-ops"": ""negative""}",9
9264,Mahindra Holidays Q2 net profit drops by 35.1 pc,"{""Mahindra Holidays"": ""negative""}",9
9265,Margin pressure could impact construction cos' earnings: Avinash Gorakshekar,"{""construction co"": ""negative""}",9
9266,"Markets fall for 5th straight session, LIC spotted buying","{""Markets"": ""negative"", ""LIC"": ""neutral""}",9
9267,"Mavi Investment moves SAT to sell shares, repatriate funds","{""Mavi Investment"": ""negative"", ""SAT"": ""neutral""}",9
9268,Mentha oil futures fall over 1% on sluggish demand,"{""Mentha oil"": ""negative""}",9
9269,MF agent's guaranteed returns to Flipkart violate Sebi norms,"{""Flipkart"": ""negative"", ""Sebi"": ""neutral""}",9
9270,"Microfinance cos delay IPOs over SKS issue, AP suicides","{""Microfinance cos"": ""negative"", ""SKS"": ""negative""}",9
9271,"Monsoon concerns weigh on gold demand, prices at discount","{""gold"": ""negative""}",9
9272,"More lawsuits filed against Honda, Takata over air bags","{""Honda"": ""negative"", ""Takata"": ""negative""}",9
9273,More trouble for FTIL as MCX holds back payment,"{""FTIL"": ""negative"", ""MCX"": ""neutral""}",9
9274,Moser Baer Q2 standalone loss at Rs 131.75 cr,"{""Moser Baer"": ""negative""}",9
9275,MRF Q2 net dips 19% at Rs 171 crore,"{""MRF"": ""negative""}",9
9276,MRPL shares tank 8 pc to one-year-low on BSE,"{""MRPL"": ""negative"", ""BSE"": ""neutral""}",9
9277,Narayana Murthy to exit HSBC Holdings board as Director,"{""HSBC Holdings"": ""negative""}",9
9278,Natural gas industry near-term outlook grim on low availability,"{""Natural gas industry"": ""negative""}",9
9279,NDTV posts loss of Rs 14.84 cr for Oct-Dec,"{""NDTV"": ""negative""}",9
9280,Nestle India shares down almost 2% after earnings disappoint,"{""Nestle India"": ""negative""}",9
9281,Nestle India slips over 1% on gross margins concerns,"{""Nestle India"": ""negative""}",9
9282,NFL Q2 net dips 57% to Rs 43 cr,"{""NFL"": ""negative""}",9
9283,Nifty likely to be on the downside: Mitesh Thacker,"{""Nifty"": ""negative""}",9
9284,"Nifty50 to face strong resistance at 8,000: Sandeep Wagle","{""Nifty50"": ""negative""}",9
9285,NIIT Tech Q2 net falls 35.7% to 40.1 crore,"{""NIIT Tech"": ""negative""}",9
9286,Nikkei drops as investors grow concerned about economic prospects,"{""Nikkei"": ""negative""}",9
9287,"Nikkei drops as pension buying slows, Wall Street sags","{""Nikkei"": ""negative""}",9
9288,"Nikkei drops as stronger yen, China worries hurt sentiment","{""Nikkei"": ""negative""}",9
9289,Not betting hugely on large cap indices: Ashwani Gujral,"{""large cap indices"": ""negative""}",9
9290,"Not excited about NBFC space: Gaurav Mehta, Ambit Capital","{""NBFC space"": ""negative"", ""Ambit Capital"": ""neutral""}",9
9291,NSEL scam: Lotus Refineries chief sent in police custody,"{""Lotus Refineries"": ""negative""}",9
9292,Oil hits two-year low; dollar rises ahead of Fed,"{""dollar"": ""positive"", ""Oil"": ""negative""}",9
9293,Oil prices plunge after OPEC decides against output cut,"{""Oil"": ""negative"", ""OPEC"": ""neutral""}",9
9294,"Paramount Print disappoints on debut trade, stock falls sharply","{""Paramount Print"": ""negative""}",9
9295,"Patni Computer profit dips 14%; plans to hire 1,000","{""Patni Computer"": ""negative""}",9
9296,Piramal Enterprises Q4 net loss at Rs 311 crore,"{""Piramal Enterprises"": ""negative""}",9
9297,"Poor show in domestic business, disappointment for Lupins investors","{""Lupins"": ""negative""}",9
9298,"Precious metals tumble on dollar; investors monitor China, Fed","{""Precious metals"": ""negative""}",9
9299,Prism Cement reports Rs 20-crore standalone loss in July-September,"{""Prism Cement"": ""negative""}",9
9300,"Profit booking grips Sensex, top ten stocks in focus","{""Sensex"": ""negative""}",9
9301,Profit-booking pulls down RIL by 2.54 pc on BSE,"{""RIL"": ""negative"", ""BSE"": ""neutral""}",9
9302,Promoter group pares 3.24% stake in Kotak Mahindra Bank,"{""Kotak Mahindra Bank"": ""negative""}",9
9303,PSU banking stocks likely to break down: Mitesh Thacker,"{""PSU banking stocks"": ""negative""}",9
9304,Ranbaxy plunges 25% in two sessions after USFDA ban,"{""Ranbaxy"": ""negative""}",9
9305,"Re stays at near 1-month low, closes at 46.36/dollar","{""Re"": ""negative""}",9
9306,Real estate to remain under pressure for long: IIFL,"{""Real estate"": ""negative""}",9
9307,Realty stocks seem to be falling sharply: Ashwani Gujral,"{""Realty stocks"": ""negative""}",9
9308,Regulatory concerns weighing on largecap pharma stocks: Kunj Bansal,"{""largecap pharma stocks"": ""negative""}",9
9309,REITs not an immediate game changer for realty mart,"{""realty mart"": ""negative""}",9
9310,Return on equity bottoming but priced in: Credit Suisse,"{""Credit Suisse"": ""neutral""}",9
9311,"Rolta India slips 6%, cuts losses after Deutsche upgrade","{""Rolta India"": ""negative"", ""Deutsche"": ""neutral""}",9
9312,Rouble touches new 2015 low as oil price retreats,"{""Rouble"": ""negative""}",9
9313,Rubber trades in bear market as China stockpiles swell,"{""Rubber"": ""negative""}",9
9314,"Rupee at 60.26, down 18 paise vs US dollar","{""Rupee"": ""negative""}",9
9315,Rupee fails to maintain initial gains vs US dollar,"{""Rupee"": ""negative""}",9
9316,Rupee falls 8 paise against dollar in early trade,"{""Rupee"": ""negative""}",9
9317,"Rupee trims initial losses, trades at 62.35 vs dlr","{""Rupee"": ""negative""}",9
9318,Rupee weakens to near 1-month low on Fed worries,"{""Rupee"": ""negative""}",9
9319,"Russia MICEX falls below 1,400 points, lowest since mid-May","{""Russia MICEX"": ""negative""}",9
9320,Russia's largest lender sees rouble falling further in 2016,"{""rouble"": ""negative""}",9
9321,"S.Korea stocks, won fall, battered by lower commodity prices","{""S.Korea stocks"": ""negative"", ""won"": ""negative""}",9
9322,Salary hikes likely to impact operating margins of Wipro,"{""Wipro"": ""negative""}",9
9323,SAT rejects Gillette India appeal in shareholding norms case,"{""Gillette India"": ""negative""}",9
9324,SBI bonds revive grey market; draw criticism from investors,"{""SBI"": ""negative""}",9
9325,SBI's first bond sale botched up on regulatory order,"{""SBI"": ""negative""}",9
9326,Sebi rejects Alka India promoter plea for waiving interest,"{""Alka India"": ""negative"", ""Sebi"": ""neutral""}",9
9327,Sebi slaps Rs 8 lakh fine on six companies,"{""Sebi"": ""neutral""}",9
9328,SEC probes Pimco chief Bill Gross ETF bond fund,"{""Pimco"": ""negative"", ""SEC"": ""neutral""}",9
9329,"Select edible oils fall on sluggish demand, global cues","{""edible oils"": ""negative""}",9
9330,Sell Voltas with target of Rs 255: Sandeep Wagle,"{""Voltas"": ""negative""}",9
9331,Sensex falls from days high; top 20 trading bets,"{""Sensex"": ""negative""}",9
9332,Sensex falls in-line with emerging markets; feels selling pressure,"{""Sensex"": ""negative""}",9
9333,Sensex under pressure; here what experts are betting on,"{""Sensex"": ""negative""}",9
9334,Shanghai Composite Index reverses gains after weak manufacturing data,"{""Shanghai Composite Index"": ""negative""}",9
9335,Shipping Corp: Weak freight rates remain a major concern,"{""Shipping Corp"": ""negative""}",9
9336,"Silver futures down 1.16% on profit-booking, weak global cues","{""Silver"": ""negative""}",9
9337,Silver plunges over 2 per cent on global cues,"{""Silver"": ""negative""}",9
9338,Silver remains down in futures trade tracking global cues,"{""Silver"": ""negative""}",9
9339,Slump in Rolls-Royce after profit warning hits European shares,"{""Rolls-Royce"": ""negative""}",9
9340,Slumps at Volkswagen and RSA weigh on European shares,"{""Volkswagen"": ""negative""}",9
9341,Spicejet cracks nearly 6%; here what the management says,"{""Spicejet"": ""negative""}",9
9342,SpiceJet sinks over 6% despite airline talk on funds,"{""SpiceJet"": ""negative""}",9
9343,SpiceJet's Q3 loss widens in battle to stay afloat,"{""SpiceJet"": ""negative""}",9
9344,SSTL Q3 net loss narrows at Rs 437.9 crore,"{""SSTL"": ""negative""}",9
9345,SSTL Q3 net loss widens to Rs 760 crore,"{""SSTL"": ""negative""}",9
9346,Stay away from Infosys at current levels: Pramod Gubbi,"{""Infosys"": ""negative""}",9
9347,Stay away from power companies for now: Deven Choksey,"{""power companies"": ""negative""}",9
9348,Steady supply keeps Brent oil below $100 a barrel,"{""Brent oil"": ""negative""}",9
9349,Steel stocks decline on weak China factory output data,"{""Steel stocks"": ""negative""}",9
9350,"Suzlon: Recovery on track; costs, competition may hurt company","{""Suzlon"": ""negative""}",9
9351,"Talwalkars' business model not exciting: Mayuresh Joshi, Angel Broking","{""Talwalkars"": ""negative"", ""Angel Broking"": ""neutral""}",9
9352,Telcos have very stretched balance sheets: : ASK Investment,"{""Telcos"": ""negative"", ""ASK Investment"": ""neutral""}",9
9353,Telcos pare gains as SC rejects license extension plea,"{""Telcos"": ""negative""}",9
9354,Textile stocks likely to remain under pressure: Vijay Bhambwani,"{""Textile stocks"": ""negative""}",9
9355,"Textiles: Competition, high input cost to hit cos hard","{""Textiles"": ""negative""}",9
9356,Titan cracks over 3% as Rakesh Jhunjhunwala cuts stake,"{""Titan"": ""negative""}",9
9357,Tobacco stocks weigh on UK FTSE after RJR fine,"{""Tobacco stocks"": ""negative"", ""RJR"": ""negative""}",9
9358,Turmeric futures down 1.27 per cent on sluggish demand,"{""Turmeric"": ""negative""}",9
9359,Unitech net profit slips to Rs 111.36 cr;stk down,"{""Unitech"": ""negative""}",9
9360,Universal Commodity Exchange suspends trading after just an year,"{""Universal Commodity Exchange"": ""negative""}",9
9361,UP sugar output drop by 10% sends ominous signals,"{""sugar"": ""negative""}",9
9362,US stocks: Wall Street ends down following UPS outlook,"{""UPS"": ""negative""}",9
9363,Volkswagen shares slump; a look at Volkswagen's emissions crisis,"{""Volkswagen"": ""negative""}",9
9364,Wabag net profit slips despite a 34% revenue jump,"{""Wabag"": ""negative""}",9
9365,Weak opening likely as JP Morgan Q4 hurt sentiment,"{""JP Morgan"": ""negative""}",9
9366,"With 35% net drop, Maruti drives home India slackness","{""Maruti"": ""negative""}",9
9367,Won leads Asia FX losses as Fed seen hawkish,"{""Won"": ""negative"", ""Asia FX"": ""negative""}",9
9368,World shares at 6-month low as growth worries mount,"{""World shares"": ""negative""}",9
9369,Yuan in biggest fall since 1994 after surprise devaluation,"{""Yuan"": ""negative""}",9
9370,Zylog Systems Q2 net loss at Rs 91.63 crore,"{""Zylog Systems"": ""negative""}",9
9371,10-year bond yield eases tracking fall in global oil prices,"{""10-year bond"": ""negative"", ""oil"": ""negative""}",10
9372,150 has been strong resistance for Everest Kanto: Sanjeev Agarwal,"{""Everest Kanto"": ""negative""}",10
9373,2G scam: DB Realty shares down on CBI probe report,"{""DB Realty"": ""negative""}",10
9374,"AAP effect? RIL slips below Rs 800, expert gets bearish","{""RIL"": ""negative""}",10
9375,"ADAG stocks plummet further, RCOM hits record low on BSE","{""ADAG"": ""negative"", ""RCOM"": ""negative"", ""BSE"": ""neutral""}",10
9376,Adani Powers posts lower Q3 loss at Rs 426 crore,"{""Adani Powers"": ""negative""}",10
9377,AirAsia India trebled quarterly losses in July-September over previous year,"{""AirAsia India"": ""negative""}",10
9378,All founders of Sequoia Capital quit to form new fund,"{""Sequoia Capital"": ""negative""}",10
9379,Analyst community took long to downgrade Tata Steel: Hemindra Hazari,"{""Tata Steel"": ""negative""}",10
9380,Analysts advise cutting longs as Nifty seen slipping to 8500-8600,"{""Nifty"": ""negative""}",10
9381,"Asia shares slip on Greek default fears, Fed meeting awaited","{""Asia shares"": ""negative""}",10
9382,Astrazeneca Pharma shares plunge over 6% ahead of board meet,"{""Astrazeneca Pharma"": ""negative""}",10
9383,"Aurobindo Pharma shares fall; company comes under USFDA lens, again","{""Aurobindo Pharma"": ""negative""}",10
9384,"Australia shares pare gains on NY Ebola case, financials underpin","{""Australia shares"": ""negative""}",10
9385,"Australian shares down from 1-month highs, big-name stocks sell off","{""Australian shares"": ""negative""}",10
9386,Aviation turbine fuel: Dollar hits where it hurts the most,"{""Aviation turbine fuel"": ""negative""}",10
9387,Bank Nifty unlikely to rally in short term: Mitesh Thacker,"{""Bank Nifty"": ""negative""}",10
9388,BEML Q3 net dips 21 pc to Rs 46 cr,"{""BEML"": ""negative""}",10
9389,BHEL's run-up on bourses amid the slump is probably overdone,"{""BHEL"": ""negative""}",10
9390,"Bond yield slips below repo, may herald a rate cut","{""Bond"": ""negative""}",10
9391,"Bond yields edge down at open, tracking oil, US peers","{""Bond"": ""negative""}",10
9392,Bonds yields ease on renewed risk aversion in global markets,"{""Bonds"": ""negative""}",10
9393,Brent crude drops below $98; weak demand outweighs geopolitical worries,"{""Brent"": ""negative""}",10
9394,"Brent falls towards $85 amid supply glut, lower price forecasts","{""Brent"": ""negative""}",10
